#bamPEFragmentSize
Size	Occurrences	Sample
217	97	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
218	97	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
219	78	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
220	95	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
221	97	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
222	79	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
223	89	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
224	84	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
225	85	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
226	64	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
227	68	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
228	75	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
229	74	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
230	82	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
231	88	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
232	75	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
233	80	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
234	80	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
235	77	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
236	82	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
237	78	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
